,policy_id,incident_hour,num_claims_past_year,num_vehicles_involved,injury_claim,collision_type_front,customer_education,authorities_contacted_ambulance,num_witnesses,incident_month,driver_relationship_child,policy_state_or,authorities_contacted_fire,incident_severity,incident_type_breakin,customer_gender_male,policy_liability,num_insurers_past_5_years,incident_type_theft,policy_state_az,police_report_available,policy_deductable,collision_type_rear,collision_type_side,fraud,driver_relationship_self,incident_type_collision,authorities_contacted_police,num_injuries,incident_dow,policy_state_id,policy_state_wa,customer_age,vehicle_claim,driver_relationship_spouse,policy_annual_premium,collision_type_na,driver_relationship_other,authorities_contacted_none,auto_year,customer_gender_female,total_claim_amount,driver_relationship_na,policy_state_ca,policy_state_nv,incident_day,months_as_customer
451,912,10,0,2,2000.0,0,2,0,2,7,0,0,1,2,0,1,0,1,0,0,0,750,1,0,0,1,1,0,3,3,0,0,35,34000.0,0,3000,0,0,0,2020,0,36000.0,0,1,0,25,176
452,4351,6,0,3,25000.0,0,4,0,3,10,0,0,0,2,0,1,1,1,0,0,1,750,1,0,0,1,1,1,1,0,0,0,30,35500.0,0,3000,0,0,0,2017,0,60500.0,0,1,0,28,72
453,1116,8,0,2,0.0,1,2,0,0,10,0,1,0,0,0,1,2,1,0,0,0,750,0,0,0,1,1,0,0,2,0,0,55,11000.0,0,3000,0,0,1,2016,0,11000.0,0,0,0,16,200
454,1191,12,0,2,0.0,0,1,0,1,8,0,0,0,0,0,0,1,1,0,0,0,850,0,1,0,1,1,0,0,4,0,0,68,3500.0,0,2500,0,0,1,2017,1,3500.0,0,1,0,16,109
455,3194,9,0,1,0.0,0,2,0,0,2,0,1,0,0,1,0,3,1,0,0,0,750,0,0,0,0,0,1,0,2,0,0,46,8500.0,0,3000,1,0,0,2018,1,8500.0,1,0,0,27,194
456,1730,5,0,2,15000.0,1,4,0,2,7,0,0,0,1,0,0,0,1,0,0,1,750,0,0,0,1,1,1,1,4,0,0,54,18000.0,0,2900,0,0,0,2016,1,33000.0,0,1,0,12,162
457,3448,18,0,3,6000.0,1,2,0,3,8,0,0,0,2,0,1,1,1,0,1,1,750,0,0,0,0,1,1,4,3,0,0,50,41000.0,1,3000,0,0,0,2020,0,47000.0,0,0,0,29,118
458,1806,13,0,2,0.0,1,2,0,1,11,0,0,0,1,0,1,0,2,0,0,1,750,0,0,0,1,1,1,0,0,0,0,24,19500.0,0,2750,0,0,0,2020,0,19500.0,0,1,0,11,2
459,174,11,0,2,0.0,0,4,0,3,10,0,0,0,0,0,1,1,1,0,0,0,750,1,0,0,0,1,0,0,4,0,1,45,16000.0,1,2850,0,0,1,2020,0,16000.0,0,0,0,11,236
460,332,7,0,2,0.0,0,4,0,0,7,0,0,0,0,0,1,1,1,0,0,0,750,1,0,0,1,1,0,0,2,0,0,48,20000.0,0,3000,0,0,1,2016,0,20000.0,0,1,0,24,155
461,2023,13,0,1,0.0,0,1,0,0,2,0,0,0,0,1,1,2,1,0,0,0,750,0,0,0,0,0,1,0,3,0,0,66,20500.0,0,3000,1,0,0,2017,0,20500.0,1,1,0,21,166
462,2254,15,0,2,17500.0,1,3,0,0,6,0,0,0,1,0,0,1,1,0,0,0,750,0,0,0,1,1,1,2,3,0,0,52,21500.0,0,2900,0,0,0,2017,1,39000.0,0,0,1,13,268
463,694,9,0,2,0.0,0,1,0,0,11,1,0,0,0,0,1,1,1,0,0,0,750,1,0,0,0,1,0,0,4,0,1,73,19000.0,0,2800,0,0,1,2017,0,19000.0,0,0,0,15,291
464,773,23,0,2,15000.0,1,0,0,0,10,0,0,0,1,0,1,0,1,0,0,0,750,0,0,0,1,1,1,1,0,0,0,70,17000.0,0,2700,0,0,0,2014,0,32000.0,0,1,0,7,200
465,817,21,0,3,20000.0,0,1,0,2,9,0,0,0,1,0,0,0,1,0,0,1,750,1,0,0,1,1,1,4,5,0,0,51,4000.0,0,3000,0,0,0,2010,1,24000.0,0,1,0,7,80
466,911,12,0,2,0.0,1,2,0,1,5,0,0,0,1,0,1,1,1,0,0,1,750,0,0,0,1,1,1,0,5,0,1,67,2000.0,0,3000,0,0,0,2014,0,2000.0,0,0,0,25,145
467,4215,12,0,1,0.0,0,4,0,0,6,0,0,0,0,1,0,0,1,0,0,0,750,0,0,0,0,0,1,0,0,0,0,43,16000.0,0,3000,1,0,0,2017,1,16000.0,1,1,0,3,66
468,4287,15,1,2,3500.0,1,4,0,1,8,1,0,1,2,0,1,1,5,0,0,0,750,0,0,0,0,1,0,4,2,0,1,40,26500.0,0,3000,0,0,0,2015,0,30000.0,0,0,0,7,6
469,4619,2,0,2,0.0,0,2,0,1,12,0,0,0,0,0,1,3,1,0,0,0,750,0,1,0,1,1,0,0,0,0,0,51,8500.0,0,2700,0,0,1,2017,0,8500.0,0,0,1,16,135
470,1368,8,0,3,3000.0,1,1,0,2,1,0,0,0,2,0,0,0,1,0,0,1,750,0,0,0,1,1,1,1,1,0,0,62,24500.0,0,3000,0,0,0,2015,1,27500.0,0,1,0,15,176
471,4646,19,0,1,0.0,0,3,0,0,12,0,0,0,0,1,1,1,1,0,0,0,750,0,0,0,0,0,1,0,3,0,1,74,9500.0,0,3000,1,0,0,2016,0,9500.0,1,0,0,26,129
472,4706,18,0,1,0.0,1,1,0,0,10,0,0,0,0,0,0,0,3,0,0,0,750,0,0,0,1,1,0,0,5,0,0,40,13000.0,0,2950,0,0,1,2018,1,13000.0,0,1,0,5,37
473,1716,19,3,1,0.0,0,3,0,0,6,0,0,0,0,1,1,0,1,0,0,0,750,0,0,0,0,0,1,0,3,0,0,39,5000.0,0,3000,1,0,0,2016,0,5000.0,1,1,0,27,47
474,237,17,0,1,0.0,0,3,0,0,10,0,0,0,0,1,0,2,1,0,0,0,750,0,0,0,0,0,1,0,3,0,0,53,13500.0,0,3000,1,0,0,2018,1,13500.0,1,1,0,24,104
475,293,12,0,4,14000.0,0,3,0,1,10,0,0,0,2,0,1,2,1,0,0,1,1050,1,0,0,1,1,1,2,6,0,0,41,28000.0,0,2650,0,0,0,2014,0,42000.0,0,1,0,6,128
476,330,4,0,3,0.0,1,3,0,1,4,1,0,0,2,0,1,1,4,0,0,1,750,0,0,0,0,1,1,0,3,0,0,29,32500.0,0,3000,0,0,0,2019,0,32500.0,0,1,0,11,22
477,2000,11,0,3,10500.0,0,1,0,2,7,0,0,0,2,0,1,0,1,0,0,1,750,0,1,0,1,1,1,1,5,0,0,34,28500.0,0,3000,0,0,0,2013,0,39000.0,0,1,0,13,65
478,3646,10,0,3,0.0,1,2,0,2,5,0,0,0,2,0,1,2,3,0,0,1,750,0,0,0,1,1,1,0,0,0,0,25,41000.0,0,3000,0,0,0,2020,0,41000.0,0,1,0,13,25
479,446,22,0,1,0.0,0,2,0,0,11,0,0,0,1,0,1,0,1,1,0,0,750,0,0,0,0,0,1,0,5,0,0,24,10000.0,0,3000,1,0,0,2013,0,10000.0,1,1,0,23,62
480,2321,15,0,3,0.0,0,3,0,2,10,1,0,0,0,0,0,2,1,0,0,1,750,1,0,0,0,1,1,0,1,1,0,51,11500.0,0,3000,0,0,0,2020,1,11500.0,0,0,0,15,151
481,4460,15,0,2,0.0,0,4,0,1,5,0,1,0,0,0,1,1,4,0,0,0,750,1,0,0,1,1,0,0,1,0,0,25,10500.0,0,3000,0,0,1,2014,0,10500.0,0,0,0,14,26
482,2929,5,0,2,0.0,0,1,0,1,4,0,0,0,0,0,1,0,1,0,0,0,750,1,0,0,1,1,0,0,6,0,0,47,23500.0,0,3000,0,0,1,2018,0,23500.0,0,1,0,7,126
483,1386,7,0,3,0.0,1,1,0,2,8,0,0,0,1,0,1,2,1,0,0,1,750,0,0,0,1,1,1,0,3,0,0,65,12000.0,0,2900,0,0,0,2012,0,12000.0,0,1,0,8,110
484,4811,19,0,3,0.0,0,4,0,1,2,0,0,0,1,0,1,0,1,0,0,1,750,0,1,0,1,1,1,0,3,0,0,58,22500.0,0,3000,0,0,0,2020,0,22500.0,0,1,0,28,259
485,4830,6,0,1,0.0,1,3,0,0,8,0,0,0,0,0,1,1,1,0,1,0,750,0,0,0,1,1,0,0,2,0,0,41,7000.0,0,2600,0,0,1,2014,0,7000.0,0,0,0,14,234
486,4920,22,1,3,0.0,1,4,0,4,12,0,0,0,0,0,1,0,1,0,0,1,750,0,0,0,1,1,1,0,2,0,0,54,14500.0,0,3000,0,0,0,2018,0,14500.0,0,1,0,4,163
487,3490,6,0,2,27500.0,0,4,0,1,1,0,0,0,1,0,1,0,1,0,0,1,750,1,0,0,1,1,1,3,1,0,0,67,8500.0,0,3000,0,0,0,2010,0,36000.0,0,1,0,15,301
488,1966,10,0,2,7500.0,1,3,0,1,11,0,0,0,1,0,1,2,1,0,0,1,750,0,0,0,1,1,1,2,0,0,0,55,19000.0,0,3000,0,0,0,2016,0,26500.0,0,1,0,18,208
489,388,10,0,2,6500.0,1,4,0,2,7,0,0,0,1,0,1,0,1,0,0,0,750,0,0,0,1,1,1,2,3,0,0,34,14000.0,0,2750,0,0,0,2011,0,20500.0,0,1,0,18,113
490,3797,14,0,2,0.0,0,4,0,1,2,0,0,0,1,0,1,0,1,0,0,0,750,0,1,0,1,1,1,0,4,0,0,65,11500.0,0,3000,0,0,0,2012,0,11500.0,0,1,0,22,268
491,548,9,0,2,0.0,0,0,0,0,9,0,1,0,1,0,1,1,5,0,0,1,750,0,1,0,1,1,1,0,3,0,0,18,20500.0,0,2800,0,0,0,2018,0,20500.0,0,0,0,26,10
492,2415,14,0,3,0.0,1,4,0,1,11,1,0,0,0,0,1,3,1,0,0,1,750,0,0,0,0,1,1,0,3,1,0,43,10000.0,0,3000,0,0,0,2013,0,10000.0,0,0,0,21,268
493,968,9,0,2,0.0,1,3,0,2,2,0,0,0,0,0,1,2,1,0,0,0,750,0,0,0,1,1,1,0,4,0,0,53,2500.0,0,3000,0,0,0,2015,0,2500.0,0,1,0,22,77
494,1001,3,0,2,0.0,0,1,0,1,10,0,0,0,0,0,1,1,1,0,1,0,750,0,1,0,0,1,0,0,3,0,0,42,16500.0,1,3000,0,0,1,2018,0,16500.0,0,0,0,10,101
495,4501,8,0,2,25000.0,0,3,1,1,1,0,0,0,1,0,1,1,3,0,0,0,750,1,0,0,1,1,0,1,2,0,0,50,12000.0,0,3000,0,0,0,2013,0,37000.0,0,1,0,2,39
496,4690,15,0,4,0.0,1,3,0,0,1,1,0,0,0,0,0,0,3,0,0,1,750,0,0,0,0,1,1,0,3,0,0,27,9000.0,0,3000,0,0,0,2013,1,9000.0,0,1,0,10,36
497,3123,2,0,2,0.0,1,1,0,0,4,0,0,0,0,0,0,1,1,0,0,0,750,0,0,0,1,1,0,0,4,0,0,61,8000.0,0,3000,0,0,1,2020,1,8000.0,0,1,0,19,182
498,1621,18,0,2,50000.0,0,2,0,1,6,0,0,0,1,0,0,1,1,0,0,0,750,0,1,0,1,1,1,2,6,1,0,42,13500.0,0,3000,0,0,0,2015,1,63500.0,0,0,0,2,121
499,3627,13,0,3,18000.0,0,2,0,1,10,1,0,0,2,0,1,1,1,0,0,1,750,0,1,0,0,1,1,1,0,0,0,43,39500.0,0,3000,0,0,0,2019,0,57500.0,0,0,1,21,140
500,331,15,0,2,0.0,1,3,0,1,12,0,0,0,1,0,0,2,1,0,0,0,750,0,0,0,1,1,1,0,0,0,1,61,17500.0,0,3000,0,0,0,2013,1,17500.0,0,0,0,9,185
501,3700,20,0,4,6000.0,0,3,0,2,9,0,0,0,1,0,1,0,3,0,0,1,750,0,1,0,1,1,1,4,3,0,0,33,12500.0,0,2600,0,0,0,2015,0,18500.0,0,1,0,12,31
502,432,20,0,2,0.0,0,3,0,0,1,0,0,0,0,0,0,0,2,0,1,0,750,1,0,0,1,1,0,0,2,0,0,55,7000.0,0,3000,0,0,1,2016,1,7000.0,0,0,0,16,35
503,515,9,1,1,0.0,0,4,0,0,11,0,0,0,1,0,0,0,1,0,0,0,750,0,1,0,0,1,1,0,3,0,0,35,1000.0,1,3000,0,0,0,2008,1,1000.0,0,1,0,14,45
504,2194,14,0,1,0.0,0,2,0,0,9,0,0,0,0,1,1,2,1,0,0,0,750,0,0,0,0,0,1,0,3,0,0,43,7500.0,0,3000,1,0,0,2015,0,7500.0,1,1,0,5,134
505,569,16,0,2,0.0,1,1,0,0,10,0,0,0,1,0,1,0,1,0,0,0,750,0,0,0,1,1,1,0,3,0,0,30,33500.0,0,3000,0,0,0,2020,0,33500.0,0,1,0,31,14
506,670,3,0,1,0.0,0,1,0,0,10,0,0,0,0,0,1,0,1,0,0,0,750,0,1,0,0,1,0,0,4,0,0,53,13500.0,1,3000,0,0,1,2020,0,13500.0,0,1,0,18,65
507,4519,6,1,3,14000.0,1,0,0,3,5,0,0,0,2,0,0,0,1,0,0,1,750,0,0,0,1,1,1,1,4,0,0,40,37500.0,0,3000,0,0,0,2019,1,51500.0,0,1,0,10,80
508,4616,2,0,3,29500.0,0,3,0,0,1,0,0,0,2,0,1,0,1,0,0,1,750,1,0,0,1,1,1,4,3,0,0,32,31500.0,0,3000,0,0,0,2016,0,61000.0,0,1,0,10,67
509,3071,0,0,1,0.0,0,3,0,0,11,0,0,0,0,1,1,1,1,0,0,0,750,0,0,0,0,0,1,0,2,0,0,52,13000.0,0,3000,1,0,0,2016,0,13000.0,1,0,1,13,124
510,4701,9,0,4,0.0,0,3,0,2,8,0,0,0,2,0,0,1,2,0,0,1,750,0,1,0,1,1,1,0,1,0,0,23,37000.0,0,3000,0,0,0,2016,1,37000.0,0,1,0,20,40
511,1753,15,0,3,0.0,1,2,0,1,8,0,0,0,2,0,1,1,1,0,0,1,750,0,0,0,1,1,1,0,4,0,0,48,26000.0,0,3000,0,0,0,2014,0,26000.0,0,1,0,23,116
512,1877,13,1,3,6000.0,1,1,0,2,4,0,0,0,2,0,0,0,1,0,0,1,750,0,0,0,1,1,1,1,1,0,0,25,33500.0,0,3000,0,0,0,2016,1,39500.0,0,1,0,9,32
513,3552,7,1,2,6000.0,1,4,0,2,2,0,1,0,2,0,1,1,1,0,0,1,750,0,0,0,1,1,1,1,6,0,0,32,29000.0,0,3000,0,0,0,2017,0,35000.0,0,0,0,3,146
514,3808,16,0,1,0.0,0,3,0,0,6,0,0,0,1,0,1,2,1,1,0,0,750,0,0,0,0,0,1,0,2,0,0,25,16500.0,0,3000,1,0,0,2015,0,16500.0,1,1,0,12,87
515,2539,18,0,2,0.0,0,1,0,2,8,0,0,0,0,0,1,1,1,0,1,0,750,1,0,0,1,1,0,0,5,0,0,49,12000.0,0,3000,0,0,1,2016,0,12000.0,0,0,0,3,125
516,877,17,0,3,3500.0,0,1,0,0,11,0,0,0,2,0,0,1,1,0,0,1,750,1,0,0,1,1,1,1,2,0,0,46,39000.0,0,2900,0,0,0,2018,1,42500.0,0,1,0,27,136
517,1215,18,0,1,0.0,0,1,0,0,8,0,0,0,1,1,0,0,1,0,0,0,750,0,0,0,0,0,1,0,3,0,0,50,20500.0,0,3000,1,0,0,2020,1,20500.0,1,1,0,29,77
518,1286,17,0,2,0.0,0,3,0,1,10,0,0,0,1,0,0,2,1,0,0,1,750,1,0,0,1,1,1,0,1,0,0,42,17500.0,0,3000,0,0,0,2017,1,17500.0,0,1,0,8,91
519,1375,7,3,2,30000.0,1,3,0,0,11,0,0,1,2,0,1,0,1,0,1,0,750,0,0,0,1,1,0,2,2,0,0,46,30500.0,0,3000,0,0,0,2017,0,60500.0,0,0,0,27,72
520,1485,15,0,3,8000.0,0,4,0,0,10,0,0,0,2,0,0,1,1,0,0,1,750,1,0,0,1,1,1,1,2,0,1,67,14000.0,0,2550,0,0,0,2007,1,22000.0,0,0,0,30,106
521,1517,13,0,1,0.0,0,1,0,1,5,0,0,0,1,0,0,3,2,1,0,0,750,0,0,0,0,0,1,0,2,0,1,46,16000.0,0,3000,1,0,0,2016,1,16000.0,1,0,0,29,51
522,1916,15,0,3,0.0,0,3,0,2,9,0,0,0,0,0,1,1,1,0,0,1,750,0,1,0,1,1,1,0,2,0,0,41,10000.0,0,2750,0,0,0,2011,0,10000.0,0,1,0,18,87
523,3580,13,0,2,0.0,1,3,1,2,7,0,0,0,1,0,1,1,1,0,0,0,750,0,0,0,1,1,0,0,1,0,0,61,21000.0,0,2700,0,0,0,2016,0,21000.0,0,1,0,23,88
524,3688,6,0,2,0.0,0,1,0,0,11,0,0,0,0,0,0,0,1,0,1,0,750,1,0,0,1,1,0,0,4,0,0,39,6000.0,0,3000,0,0,1,2015,1,6000.0,0,0,0,15,25
525,2071,17,0,3,11500.0,0,4,0,2,7,0,0,0,2,0,1,0,1,0,1,1,750,0,1,0,1,1,1,1,2,0,0,37,34000.0,0,3000,0,0,0,2015,0,45500.0,0,0,0,24,84
526,674,16,0,2,30000.0,1,1,0,2,12,0,0,0,2,0,1,2,1,0,0,0,750,0,0,0,1,1,1,1,2,0,0,49,35500.0,0,3000,0,0,0,2017,0,65500.0,0,1,0,25,91
527,711,18,0,4,0.0,0,1,0,2,3,0,0,0,0,0,1,0,1,0,0,1,750,1,0,0,1,1,1,0,4,0,0,29,11500.0,0,3000,0,0,0,2016,0,11500.0,0,1,0,1,86
528,722,13,0,2,0.0,0,3,0,0,11,0,0,0,0,0,1,1,1,0,0,0,750,1,0,0,1,1,0,0,1,0,0,47,21000.0,0,3000,0,0,1,2018,0,21000.0,0,1,0,26,171
529,4006,5,0,2,2000.0,0,3,0,0,2,0,0,0,0,0,1,1,1,0,0,0,750,1,0,0,1,1,0,1,2,0,0,68,16500.0,0,3000,0,0,1,2019,0,18500.0,0,1,0,27,70
530,806,2,0,2,0.0,1,3,0,2,7,0,0,0,1,0,0,0,1,0,1,0,750,0,0,0,1,1,1,0,4,0,0,42,19500.0,0,3000,0,0,0,2019,1,19500.0,0,0,0,5,279
531,4123,11,0,2,0.0,0,3,0,0,9,0,0,0,1,0,1,1,1,0,0,1,750,1,0,0,1,1,1,0,6,0,0,47,25000.0,0,3000,0,0,0,2016,0,25000.0,0,1,0,29,97
532,4188,19,0,2,0.0,1,1,0,1,5,0,0,0,0,0,1,0,1,0,0,0,750,0,0,0,1,1,0,0,5,0,0,35,1500.0,0,3000,0,0,1,2017,0,1500.0,0,1,0,25,72
533,1105,12,0,2,48500.0,0,3,0,0,4,0,0,0,1,0,1,3,1,0,0,0,750,0,1,0,0,1,1,2,1,0,1,41,20000.0,0,3000,0,1,0,2016,0,68500.0,0,0,0,16,88
534,2772,12,0,2,0.0,0,3,0,0,7,0,0,0,1,0,1,2,1,0,0,0,750,1,0,0,1,1,1,0,2,0,0,56,12500.0,0,2700,0,0,0,2017,0,12500.0,0,1,0,24,111
535,2817,20,0,1,0.0,0,3,0,0,3,0,0,0,0,0,1,1,1,0,0,0,750,0,1,0,1,1,0,0,0,0,0,51,11500.0,0,3000,0,0,1,2015,0,11500.0,0,1,0,11,28
536,2868,7,0,3,25000.0,0,4,0,0,2,0,0,0,2,0,1,1,1,0,0,1,750,0,1,0,1,1,1,1,0,0,1,48,29000.0,0,3000,0,0,0,2016,0,54000.0,0,0,0,4,178
537,4470,20,0,1,0.0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,750,0,0,0,0,0,1,0,2,0,1,52,16000.0,0,3000,1,0,0,2013,1,16000.0,1,0,0,2,55
538,4793,10,0,2,9000.0,1,3,0,2,4,0,0,1,2,0,0,0,1,0,1,0,750,0,0,0,0,1,0,1,1,0,0,32,25500.0,1,2950,0,0,0,2014,1,34500.0,0,0,0,23,141
539,153,5,0,3,15000.0,0,1,0,1,2,0,0,0,2,0,1,0,1,0,0,1,750,1,0,0,1,1,1,1,3,0,0,61,11500.0,0,2650,0,0,0,2007,0,26500.0,0,1,0,14,99
540,163,18,0,1,0.0,0,4,0,0,2,0,0,0,1,0,1,2,1,1,0,0,750,0,0,0,0,0,1,0,6,0,0,53,17000.0,0,3000,1,0,0,2018,0,17000.0,1,0,1,17,83
541,243,0,1,1,0.0,0,4,0,0,10,0,0,0,0,0,1,0,1,0,0,0,750,1,0,0,1,1,0,0,1,0,0,57,13000.0,0,3000,0,0,1,2017,0,13000.0,0,1,0,1,132
542,3680,10,0,1,0.0,1,3,1,0,5,0,0,0,1,0,1,2,1,0,0,0,750,0,0,0,1,1,0,0,4,0,0,48,8000.0,0,3000,0,0,0,2014,0,8000.0,0,1,0,17,5
543,731,12,0,2,0.0,1,4,0,1,11,0,0,0,0,0,1,1,1,0,0,0,750,0,0,0,1,1,0,0,6,0,0,72,14000.0,0,3000,0,0,1,2019,0,14000.0,0,1,0,3,155
544,2580,2,0,3,0.0,1,3,0,0,7,0,0,0,2,0,1,0,4,0,1,1,750,0,0,0,1,1,1,0,0,0,0,36,15500.0,0,2650,0,0,0,2006,0,15500.0,0,0,0,8,30
545,979,10,0,3,17500.0,0,3,0,2,12,0,0,0,2,0,1,2,2,0,0,1,750,1,0,0,1,1,1,3,2,0,1,41,36500.0,0,3000,0,0,0,2018,0,54000.0,0,0,0,4,41
546,2871,6,0,3,12000.0,1,3,0,3,3,0,1,0,2,0,1,2,1,0,0,1,750,0,0,0,1,1,1,3,0,0,0,42,36500.0,0,2950,0,0,0,2016,0,48500.0,0,0,0,18,81
547,3059,23,0,1,0.0,1,2,0,0,1,1,0,0,0,0,1,1,3,0,0,0,750,0,0,0,0,1,0,0,3,0,0,39,8500.0,0,3000,0,0,1,2010,0,8500.0,0,0,1,31,43
548,4882,6,0,2,16500.0,1,3,0,1,3,0,0,0,2,0,1,2,1,0,0,1,800,0,0,0,1,1,1,1,3,0,1,43,37500.0,0,3000,0,0,0,2018,0,54000.0,0,0,0,21,3
549,377,12,0,3,1000.0,1,3,0,1,3,1,0,0,2,0,1,2,1,0,0,1,750,0,0,0,0,1,1,1,5,1,0,58,24000.0,0,3000,0,0,0,2011,0,25000.0,0,0,0,23,142
550,574,20,0,2,25000.0,0,1,0,1,2,0,0,0,1,0,0,1,1,0,0,0,750,0,1,0,1,1,1,1,4,0,0,69,10000.0,0,3000,0,0,0,2016,1,35000.0,0,1,0,22,198
551,4013,16,0,1,0.0,0,3,0,0,10,0,0,0,0,1,1,0,1,0,0,0,750,0,0,0,0,0,1,0,3,0,0,42,12000.0,0,3000,1,0,0,2012,0,12000.0,1,1,0,10,22
552,1076,7,0,1,0.0,0,1,0,0,10,0,0,0,0,0,1,1,1,0,0,0,750,1,0,0,1,1,0,0,3,0,0,29,11500.0,0,3000,0,0,1,2015,0,11500.0,0,1,0,31,134
553,4425,23,0,2,0.0,1,3,0,1,2,0,0,0,0,0,1,1,1,0,0,0,750,0,0,0,1,1,0,0,2,0,0,45,8000.0,0,3000,0,0,1,2014,0,8000.0,0,1,0,6,132
554,1196,6,1,3,4000.0,0,1,0,2,12,0,0,0,2,0,1,0,1,0,0,1,750,0,1,0,1,1,1,4,3,0,0,38,37000.0,0,3000,0,0,0,2017,0,41000.0,0,1,0,5,45
555,1360,13,0,3,0.0,0,3,0,2,8,0,0,0,0,0,1,2,1,0,1,1,750,1,0,0,1,1,1,0,0,0,0,31,3500.0,0,3000,0,0,0,2019,0,3500.0,0,0,0,12,42
556,1442,15,0,3,5000.0,1,4,0,0,4,0,0,0,2,0,1,1,1,0,0,1,750,0,0,0,0,1,1,4,3,0,0,47,39000.0,1,3000,0,0,0,2019,0,44000.0,0,1,0,11,91
557,3107,16,0,3,0.0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,750,1,0,0,1,1,1,0,3,1,0,27,19500.0,0,2750,0,0,0,2020,1,19500.0,0,0,0,31,65
558,1506,12,0,3,0.0,0,1,0,2,11,0,0,0,0,0,1,0,1,0,0,1,750,1,0,0,0,1,1,0,3,0,0,45,1000.0,0,3000,0,1,0,2012,0,1000.0,0,1,0,7,173
559,1667,17,0,2,19500.0,0,3,0,1,1,0,0,0,1,0,1,1,1,0,0,0,750,0,1,0,1,1,1,1,1,0,0,57,17000.0,0,3000,0,0,0,2016,0,36500.0,0,0,1,22,114
560,50,12,0,1,0.0,0,3,0,0,10,0,0,0,0,1,1,2,1,0,0,0,750,0,0,0,0,0,1,0,2,0,0,64,13500.0,0,2750,1,0,0,2015,0,13500.0,1,1,0,30,197
561,3474,4,0,3,3000.0,1,3,0,2,3,0,0,0,2,0,0,0,2,0,0,1,750,0,0,0,1,1,1,1,2,0,0,48,25500.0,0,3000,0,0,0,2015,1,28500.0,0,1,0,13,45
562,3812,8,0,3,30000.0,0,2,0,2,8,0,0,0,2,0,1,0,1,0,0,1,750,1,0,0,1,1,1,3,5,0,0,28,21000.0,0,3000,0,0,0,2011,0,51000.0,0,1,0,17,109
563,625,16,0,3,0.0,0,3,0,0,12,0,0,0,0,0,0,3,3,0,0,1,750,1,0,0,1,1,1,0,4,0,0,24,12500.0,0,3000,0,0,0,2012,1,12500.0,0,1,0,20,31
564,875,15,0,4,0.0,0,3,0,1,12,0,0,0,1,0,1,2,1,0,1,1,750,1,0,0,1,1,1,0,2,0,0,53,16000.0,0,3000,0,0,0,2016,0,16000.0,0,0,0,18,226
565,1028,5,0,2,15000.0,0,1,0,1,7,0,0,0,1,0,0,0,1,0,0,1,750,1,0,0,1,1,1,1,4,0,0,31,18000.0,0,2950,0,0,0,2019,1,33000.0,0,1,0,19,104
566,1173,15,0,1,0.0,1,3,0,0,4,0,0,0,0,0,0,0,1,0,0,0,750,0,0,0,1,1,0,0,4,0,0,34,7000.0,0,3000,0,0,1,2009,1,7000.0,0,1,0,26,106
567,1432,1,0,2,0.0,0,2,0,0,4,0,0,0,0,0,0,1,1,0,0,0,750,0,1,0,1,1,0,0,0,0,0,50,7500.0,0,3000,0,0,1,2016,1,7500.0,0,1,0,15,103
568,3401,1,0,2,0.0,0,3,0,2,9,0,0,0,1,0,0,0,1,0,0,0,750,0,1,0,0,1,1,0,0,0,0,31,17000.0,0,3000,0,1,0,2018,1,17000.0,0,1,0,9,87
569,283,13,0,2,13500.0,0,3,0,1,2,0,0,0,1,0,1,0,4,0,0,1,750,1,0,0,1,1,1,2,1,0,0,20,5500.0,0,3000,0,0,0,2009,0,19000.0,0,1,0,12,25
570,1967,5,0,3,25000.0,1,1,0,0,2,0,0,0,1,0,1,1,1,0,0,1,750,0,0,0,1,1,1,1,0,0,0,62,6500.0,0,3000,0,0,0,2009,0,31500.0,0,1,0,18,251
571,500,8,0,1,0.0,0,1,0,0,12,0,0,0,0,1,0,1,1,0,0,0,750,0,0,0,0,0,0,0,0,0,0,57,11500.0,0,3000,1,0,1,2017,1,11500.0,1,1,0,30,440
572,3899,13,0,3,15000.0,1,3,0,0,5,1,0,0,2,0,1,0,1,0,0,1,750,0,0,0,0,1,1,1,2,0,0,55,30000.0,0,3000,0,0,0,2015,0,45000.0,0,1,0,22,169
573,2308,7,0,2,0.0,1,4,0,2,2,0,0,0,2,0,1,0,1,0,0,1,750,0,0,0,1,1,1,0,0,0,0,71,34000.0,0,2700,0,0,0,2015,0,34000.0,0,1,0,4,175
574,2385,16,1,1,30000.0,0,3,0,0,12,0,1,0,1,0,1,2,1,1,0,0,750,0,0,0,0,0,1,1,1,0,0,29,17500.0,0,3000,1,0,0,2012,0,47500.0,1,0,0,24,49
575,4003,7,1,3,0.0,1,3,0,0,11,0,0,0,1,0,1,2,1,0,0,1,750,0,0,0,1,1,1,0,0,0,0,51,17500.0,0,3000,0,0,0,2017,0,17500.0,0,1,0,18,72
576,737,1,0,3,7000.0,1,1,0,2,11,0,1,0,2,0,0,2,1,0,0,1,750,0,0,0,1,1,1,1,5,0,0,48,33000.0,0,3000,0,0,0,2016,1,40000.0,0,0,0,16,174
577,4066,16,0,2,0.0,1,3,0,0,1,0,0,0,1,0,1,1,1,0,0,1,750,0,0,0,1,1,1,0,3,0,1,59,13000.0,0,3000,0,0,0,2014,0,13000.0,0,0,0,17,100
