fraud,authorities_contacted_police,collision_type_front,authorities_contacted_fire,injury_claim,vehicle_claim,customer_education,num_injuries,policy_state_or,policy_liability,driver_relationship_self,auto_year,policy_deductable,collision_type_na,num_vehicles_involved,customer_gender_male,police_report_available,driver_relationship_child,policy_state_nv,customer_age,num_claims_past_year,num_insurers_past_5_years,policy_state_ca,policy_state_wa,incident_type_breakin,months_as_customer,authorities_contacted_ambulance,policy_state_az,driver_relationship_na,incident_type_theft,authorities_contacted_none,incident_dow,collision_type_side,customer_gender_female,driver_relationship_spouse,driver_relationship_other,incident_hour,incident_month,incident_type_collision,policy_annual_premium,collision_type_rear,policy_state_id,incident_severity,total_claim_amount,num_witnesses,incident_day
0,1,1,0,128200.0,32360.619855631263,3,1,0,1,1,2016,750,0,2,0,0,0,0,43,0,1,1,0,0,40,0,0,0,0,0,3,0,1,0,0,15,10,1,2800,0,0,2,160560.61985563126,2,31
0,1,0,0,31200.0,9917.743077397745,3,3,0,1,1,2017,750,0,2,1,0,0,0,54,0,1,1,0,0,43,0,0,0,0,0,2,1,0,0,0,3,11,1,3000,0,0,1,41117.74307739774,0,20
0,0,0,0,10600.0,9861.181748005496,2,0,0,3,0,2018,750,1,1,1,0,0,0,39,0,1,1,0,1,116,0,0,1,0,1,2,0,0,0,0,0,4,0,3000,0,0,0,20461.181748005496,0,3
1,1,1,0,54800.0,16278.812576908396,3,0,0,3,1,2015,750,0,3,1,1,0,0,25,1,1,1,0,0,82,0,0,0,0,0,5,0,0,0,0,15,10,1,3000,0,0,1,71078.8125769084,1,12
0,0,0,0,24600.0,7298.2985165228365,4,0,1,1,1,2019,750,0,1,0,0,0,0,54,0,1,0,0,0,183,0,0,0,0,1,5,0,1,0,0,4,8,1,2950,1,0,0,31898.29851652284,0,10
0,1,0,0,30900.0,11830.448620359852,2,0,1,1,0,2015,750,1,1,0,0,0,0,43,0,1,0,0,0,31,0,0,1,1,0,1,0,1,0,0,11,1,0,3000,0,0,1,42730.44862035985,0,1
0,1,0,0,5400.0,11560.240607091157,3,0,0,1,1,2015,750,0,2,0,1,0,0,33,0,1,0,1,0,113,0,0,0,0,0,2,1,1,0,0,11,11,1,3000,0,0,0,16960.24060709116,2,13
0,1,0,0,8300.0,40481.50625862404,3,2,0,0,1,2018,750,0,2,0,1,0,0,24,0,2,1,0,0,30,0,0,0,0,0,3,1,1,0,0,12,4,1,3000,0,0,2,48781.50625862403,2,25
0,1,0,0,2200.0,16738.194352858467,2,0,0,2,0,2020,750,1,1,0,0,0,0,25,0,2,0,0,0,3,0,1,1,1,0,6,0,1,0,0,23,9,0,3000,0,0,1,18938.194352858467,1,29
0,1,0,0,13700.0,12216.668498070698,4,0,0,2,0,2014,800,1,1,0,0,0,0,40,0,1,0,1,1,78,0,0,1,0,0,3,0,1,0,0,16,2,0,2800,0,0,0,25916.6684980707,0,21
0,1,0,0,8400.0,4325.642347040866,3,0,0,0,1,2014,750,0,3,0,1,0,0,48,0,1,1,0,0,80,0,0,0,0,0,1,0,0,0,0,13,4,1,3000,1,0,0,12725.642347040866,3,30
0,1,1,0,19500.0,24350.26971754194,4,0,0,2,1,2019,750,0,3,1,1,0,0,24,0,2,1,0,0,40,0,0,0,0,0,0,0,0,0,0,7,8,1,3000,0,0,1,43850.269717541945,3,19
0,1,0,0,20900.0,21768.91564459989,3,3,0,0,1,2018,750,0,2,0,1,0,0,57,0,1,1,0,0,123,0,0,0,0,0,4,1,1,0,0,11,3,1,3000,0,0,1,42668.91564459989,0,15
0,0,0,0,26900.0,9069.303282007098,1,0,0,0,1,2014,750,0,2,0,0,0,0,20,0,2,0,0,0,20,0,1,0,0,1,4,1,0,0,0,0,1,1,3000,0,0,0,35969.30328200709,1,18
0,1,0,0,22700.0,14877.851302292202,2,0,0,3,0,2014,750,1,1,0,0,0,1,35,0,1,0,0,0,94,0,0,1,1,0,1,0,1,0,0,10,6,0,2600,0,0,1,37577.851302292205,0,4
0,1,0,0,26900.0,16304.889518663256,3,0,1,3,1,2018,750,0,3,0,1,0,0,52,0,1,0,0,0,188,0,0,0,0,0,3,0,1,0,0,7,12,1,2950,1,0,0,43204.889518663265,1,19
1,0,0,0,17700.0,6217.4454635092015,3,0,0,2,0,2017,750,0,2,1,0,0,0,43,0,1,0,1,0,128,0,0,0,0,1,3,0,0,1,0,1,3,1,3000,1,0,0,23917.445463509204,1,14
0,0,0,0,32200.0,5012.2231298961215,1,0,0,1,0,2015,750,1,1,0,0,0,0,25,0,1,1,0,1,47,0,0,1,0,1,1,0,1,0,0,12,3,0,2600,0,0,0,37212.22312989612,0,19
0,0,0,0,33400.0,11418.453760564144,1,0,0,1,1,2014,850,0,2,0,0,0,0,22,0,1,0,1,0,6,0,0,0,0,1,3,1,1,0,0,2,1,1,3000,0,0,0,44818.45376056415,1,31
0,1,1,0,15700.0,27134.23490505935,4,4,0,1,1,2015,750,0,3,0,1,0,0,51,0,1,0,0,0,80,0,1,0,0,0,6,0,0,0,0,5,7,1,3000,0,0,2,42834.23490505935,2,21
0,0,0,0,12400.0,21066.9658129046,4,0,0,2,1,2015,750,0,1,0,0,0,0,43,0,1,1,0,0,253,1,0,0,0,0,1,1,1,0,0,5,1,1,2650,0,0,1,33466.9658129046,0,29
0,0,0,0,15200.0,10984.518115467832,4,0,1,1,1,2019,750,0,2,1,0,0,0,49,0,1,0,0,0,224,0,0,0,0,1,5,0,0,0,0,5,7,1,3000,1,0,0,26184.518115467832,1,13
0,1,1,0,4400.0,30316.25537691167,3,1,0,1,1,2017,800,0,3,1,1,0,0,30,0,1,1,0,0,85,0,0,0,0,0,1,0,0,0,0,4,12,1,3000,0,0,2,34716.25537691167,3,31
0,0,0,0,2500.0,1723.9386742362094,3,0,0,0,1,2005,750,0,2,1,0,0,0,26,0,1,1,0,0,72,0,0,0,0,1,0,0,0,0,0,14,3,1,2800,1,0,0,4223.938674236209,0,18
0,0,0,0,13000.0,8725.70100539813,3,0,0,1,0,2012,750,0,2,1,0,0,0,49,0,1,1,0,0,158,0,0,0,0,1,1,1,0,1,0,13,2,1,2850,0,0,0,21725.701005398132,2,26
0,0,1,0,15000.0,9218.829564124659,1,0,1,3,1,2018,750,0,2,1,0,0,0,70,0,4,0,0,0,11,0,0,0,0,1,1,0,0,0,0,13,8,1,2700,0,0,0,24218.82956412466,1,27
0,1,0,0,5200.0,14965.039534065168,1,0,0,2,0,2015,750,1,1,0,0,0,0,19,0,5,0,0,0,3,0,1,1,1,0,4,0,1,0,0,12,10,0,2750,0,0,1,20165.039534065167,0,25
0,1,1,0,6200.0,43592.35761779959,4,4,0,2,0,2019,750,0,2,1,0,0,0,47,0,1,1,0,0,73,0,0,0,0,0,1,0,0,1,0,13,10,1,2850,0,0,2,49792.35761779959,0,15
0,1,0,0,14900.0,15888.374898778819,3,0,0,2,0,2020,750,1,1,0,0,0,0,38,0,2,1,0,1,34,0,0,1,0,0,1,0,1,0,0,2,12,0,3000,0,0,0,30788.374898778817,0,3
0,1,0,0,9400.0,13914.987748901765,3,0,0,1,0,2010,750,1,1,1,0,0,0,57,0,1,1,0,0,88,0,0,1,1,0,3,0,0,0,0,9,2,0,2700,0,0,1,23314.987748901764,0,28
0,1,0,0,10700.0,15276.592511603521,3,0,0,1,0,2013,750,1,1,0,0,0,0,28,0,2,1,0,1,40,0,0,1,0,0,2,0,0,0,0,7,9,0,3000,0,0,0,25976.59251160352,0,11
0,0,0,0,21100.0,1000.0,1,0,0,1,1,2014,750,0,2,1,0,0,0,29,0,2,0,1,0,7,0,0,0,0,1,5,1,0,0,0,11,10,1,3000,0,0,0,22100.0,0,12
0,0,1,0,70100.0,18892.36282553889,1,0,0,0,1,2017,750,0,1,0,0,0,0,62,0,1,1,0,0,152,1,0,0,0,0,4,0,1,0,0,4,9,1,2700,0,0,1,88992.36282553889,0,13
0,0,0,0,3000.0,12723.14513683367,3,0,0,2,1,2016,750,0,2,1,0,0,0,35,1,1,1,0,0,69,0,0,0,0,1,2,1,0,0,0,5,3,1,3000,0,0,0,15723.14513683367,2,13
0,1,0,0,4500.0,17959.18894044577,1,0,0,0,1,2018,750,0,2,1,0,0,0,51,0,1,1,0,0,98,0,0,0,0,0,2,1,0,0,0,14,9,1,2550,0,0,1,22459.188940445765,1,18
0,0,0,0,10900.0,4955.598808958001,3,1,0,2,1,2012,750,0,2,1,0,0,0,40,0,1,0,1,0,156,0,0,0,0,1,4,1,0,0,0,22,3,1,3000,0,0,0,15855.598808958002,1,29
0,1,1,0,31700.0,39431.98555694699,0,1,0,1,1,2017,750,0,3,1,1,0,0,26,0,1,0,0,0,60,0,0,0,0,0,4,0,0,0,0,17,6,1,3000,0,1,2,71131.98555694697,1,21
0,1,0,0,46300.0,37021.16617074245,1,4,0,2,1,2017,750,0,3,1,1,0,0,51,0,1,0,1,0,98,0,0,0,0,0,1,0,0,0,0,11,11,1,3000,1,0,2,83321.16617074245,2,26
0,1,0,0,9100.0,13691.463019331115,1,1,0,2,0,2014,750,1,1,1,0,0,1,34,0,1,0,0,0,177,0,0,1,1,0,0,0,0,0,0,5,6,0,2800,0,0,1,22791.463019331117,0,10
0,1,1,0,11500.0,20199.1519614624,3,1,0,0,1,2019,750,0,3,0,1,0,0,55,0,1,1,0,0,71,0,0,0,0,0,2,0,1,0,0,12,6,1,3000,0,0,1,31699.1519614624,3,5
0,1,1,0,5000.0,18961.851859155267,3,2,0,1,1,2017,750,0,2,1,0,0,0,37,0,2,1,0,0,53,0,0,0,0,0,1,0,0,0,0,14,6,1,3000,0,0,1,23961.851859155267,0,18
0,1,1,0,26900.0,6571.700383570242,3,1,0,3,1,2012,750,0,2,0,0,0,1,32,0,2,0,0,0,55,0,0,0,0,0,5,0,1,0,0,4,11,1,3000,0,0,1,33471.70038357024,3,16
0,0,1,0,4100.0,6275.115294322844,1,0,0,0,1,2019,750,0,2,0,0,0,0,52,0,2,1,0,0,43,0,0,0,0,1,4,0,1,0,0,19,2,1,2900,0,0,0,10375.115294322844,0,22
0,1,1,0,5600.0,29154.74288487062,3,2,0,1,1,2014,750,0,4,0,1,0,0,44,0,1,1,0,0,105,0,0,0,0,0,3,0,1,0,0,14,7,1,3000,0,0,2,34754.74288487062,4,4
0,1,1,0,6700.0,34446.382771354816,1,1,1,1,1,2017,750,0,3,0,1,0,0,23,0,1,0,0,0,26,0,0,0,0,0,5,0,1,0,0,10,8,1,2900,0,0,2,41146.382771354816,0,17
0,1,1,0,42700.0,19213.350953043584,4,1,0,2,1,2008,750,0,3,1,1,0,0,39,0,1,1,0,0,126,0,0,0,0,0,0,0,0,0,0,1,12,1,3000,0,0,2,61913.350953043584,2,9
0,1,0,0,27100.0,7914.249755593371,3,0,0,2,0,2014,750,1,1,1,0,0,0,33,0,1,1,0,1,116,0,0,1,0,0,6,0,0,0,0,6,11,0,3000,0,0,0,35014.249755593366,0,17
0,0,0,0,42900.0,19988.55444481555,1,0,0,0,1,2017,750,0,2,1,0,0,0,37,1,1,1,0,0,78,0,0,0,0,1,0,1,0,0,0,17,9,1,3000,0,0,0,62888.55444481555,1,23
0,0,0,0,9700.0,12040.487319731856,3,0,0,0,0,2018,750,0,2,0,0,1,0,49,0,1,1,0,0,228,0,0,0,0,1,4,1,1,0,0,14,5,1,3000,0,0,0,21740.48731973186,1,24
0,1,0,0,47800.0,19261.256343295576,3,0,0,0,1,2019,750,0,2,0,0,0,0,59,0,1,1,0,0,42,0,0,0,0,0,1,0,1,0,0,8,11,1,3000,1,0,1,67061.25634329558,0,5
0,0,1,0,34700.0,8348.102532647048,3,0,1,2,1,2020,750,0,2,0,0,0,0,60,0,1,0,0,0,122,0,0,0,0,1,3,0,1,0,0,15,7,1,3000,0,0,0,43048.10253264705,0,25
0,0,0,0,49500.0,21019.60292057522,3,0,0,1,0,2016,750,1,1,0,0,0,0,32,0,2,0,1,1,51,0,0,1,0,1,4,0,1,0,0,9,7,0,3000,0,0,0,70519.60292057521,0,12
0,1,0,0,43600.0,7619.219796635713,1,2,0,1,1,2013,750,0,2,0,1,0,1,29,0,1,0,0,0,116,0,0,0,0,0,0,1,1,0,0,11,3,1,3000,0,0,1,51219.21979663571,4,4
0,1,0,0,14000.0,23332.130752209723,3,1,0,2,0,2018,750,0,2,0,1,0,0,58,1,4,1,0,0,35,0,0,0,0,0,4,1,1,1,0,17,8,1,3000,0,0,1,37332.13075220972,0,23
0,0,1,0,20600.0,16013.246322421119,4,0,1,2,1,2016,750,0,1,0,0,0,0,25,0,1,0,0,0,61,0,0,0,0,1,0,0,1,0,0,15,3,1,2900,0,0,0,36613.24632242112,0,25
0,0,1,0,24700.0,9984.379739905551,3,0,0,0,1,2014,750,0,1,0,0,0,0,29,0,2,1,0,0,28,0,0,0,0,1,3,0,1,0,0,16,1,1,3000,0,0,0,34684.379739905555,0,10
0,1,1,0,18100.0,20234.09402584496,1,3,0,1,1,2019,750,0,3,1,1,0,0,42,0,1,0,1,0,161,0,0,0,0,0,0,0,0,0,0,4,4,1,3000,0,0,1,38334.09402584496,0,1
1,1,1,0,5200.0,14571.624296931983,3,0,0,1,1,2011,750,0,2,1,1,0,0,21,0,3,0,0,0,23,0,1,0,0,0,0,0,0,0,0,21,2,1,3000,0,0,1,19771.624296931983,0,4
0,1,0,0,2800.0,13523.401196798271,3,0,0,0,0,2017,750,1,1,1,0,0,0,30,0,3,1,0,0,27,0,0,1,1,0,0,0,0,0,0,16,1,0,3000,0,0,1,16323.401196798271,0,7
0,1,0,0,64800.0,14739.259911108576,3,2,1,2,1,2016,750,0,2,0,1,0,0,54,0,2,0,0,0,57,0,0,0,0,0,0,1,0,0,0,14,11,1,2750,0,0,1,79539.25991110857,3,11
0,1,0,0,12600.0,25927.334873015792,1,0,1,1,1,2015,750,0,3,1,1,0,0,43,0,1,0,0,0,119,0,0,0,0,0,3,1,0,0,0,17,12,1,3000,0,0,2,38527.33487301579,1,19
0,1,0,0,7700.0,17377.734493591888,3,1,0,0,0,2013,750,0,2,0,0,0,0,61,0,1,1,0,0,158,0,0,0,0,0,4,1,1,1,0,15,10,1,2550,0,0,1,25077.734493591888,1,11
0,0,0,1,6900.0,42036.89434577132,4,1,0,1,1,2020,750,0,2,0,0,0,0,30,0,1,1,0,0,47,0,0,0,0,0,1,0,1,0,0,6,10,1,3000,1,0,2,48936.89434577132,3,1
0,1,1,0,20200.0,15086.551868551203,3,0,1,1,1,2018,750,0,4,1,1,0,0,53,0,1,0,0,0,107,0,0,0,0,0,5,0,0,0,0,7,5,1,2600,0,0,0,35286.551868551214,4,25
0,1,0,0,99300.0,3700.788783482679,4,0,1,1,1,2002,750,0,2,1,0,0,0,68,0,1,0,0,0,183,0,0,0,0,0,2,0,0,0,0,9,11,1,3000,1,0,1,103000.78878348267,0,20
0,1,0,0,31800.0,17944.672870445866,3,0,0,2,0,2014,750,0,5,1,1,1,0,31,0,2,0,1,0,37,0,0,0,0,0,2,0,0,0,0,19,11,1,3000,1,0,1,49744.67287044586,4,27
0,0,0,0,17000.0,11784.300208561299,4,0,0,1,0,2014,750,0,1,1,0,0,0,53,0,1,1,0,0,207,0,0,0,0,1,1,1,0,1,0,13,12,1,3000,0,0,0,28784.300208561297,0,31
0,0,1,1,255600.0,41035.22934410645,2,0,0,2,1,2020,750,0,2,0,0,0,1,54,0,1,0,0,0,99,0,0,0,0,0,0,0,1,0,0,14,10,1,3000,0,0,2,296635.22934410645,3,28
0,1,0,0,18400.0,41339.88967873684,3,1,0,2,1,2019,750,0,3,0,1,0,0,63,0,1,0,1,0,184,0,0,0,0,0,2,0,1,0,0,12,8,1,3000,1,0,2,59739.889678736836,0,14
0,0,0,0,4000.0,3999.863488208349,4,0,0,1,1,2016,750,0,1,1,0,0,0,35,1,1,1,0,0,83,0,0,0,0,1,4,1,0,0,0,16,11,1,3000,0,0,0,7999.86348820835,0,29
0,0,1,0,17900.0,20101.89274013141,3,0,0,0,1,2014,750,0,2,0,0,0,0,34,0,3,1,0,0,9,1,0,0,0,0,4,0,1,0,0,8,4,1,3000,0,0,2,38001.892740131414,2,26
0,1,0,0,14800.0,15708.468158220316,4,0,0,2,0,2018,750,1,1,0,0,0,0,41,0,1,1,0,1,108,0,0,1,0,0,4,0,0,0,0,13,10,0,3000,0,0,0,30508.468158220323,0,11
0,1,1,0,5600.0,7211.5984011564615,3,0,0,0,1,2016,750,0,3,1,1,0,0,59,0,1,1,0,0,95,0,0,0,0,0,5,0,0,0,0,13,7,1,3000,0,0,0,12811.59840115646,3,6
0,1,0,0,7800.0,7946.2649292542765,4,2,0,0,1,2014,750,0,2,0,0,0,0,43,0,2,1,0,0,9,0,0,0,0,0,3,0,1,0,0,13,8,1,3000,1,0,1,15746.264929254276,0,29
0,0,0,0,7200.0,9559.233984816774,1,0,0,1,1,2013,750,0,2,0,0,0,0,37,0,1,0,0,0,132,0,1,0,0,1,3,0,1,0,0,21,10,1,3000,1,0,0,16759.233984816776,1,24
0,1,0,0,6200.0,13286.746183274605,4,0,0,0,0,2019,750,0,3,1,1,1,0,61,0,1,0,0,0,178,0,1,0,0,0,4,1,0,0,0,17,5,1,3000,0,0,0,19486.746183274605,2,3
0,1,1,0,44000.0,16078.095981262062,2,0,0,2,1,2019,750,0,2,1,0,0,0,29,0,1,0,0,0,77,0,1,0,0,0,6,0,0,0,0,10,9,1,2950,0,0,1,60078.095981262064,1,22
0,1,0,0,29200.0,8785.109324943858,1,0,0,0,1,2014,750,0,2,0,0,0,0,54,0,1,1,0,0,74,0,0,0,0,0,2,1,0,0,0,9,2,1,3000,0,0,0,37985.109324943856,0,13
0,0,0,0,30800.0,11845.43522626561,3,0,1,1,1,2011,750,0,2,1,0,0,0,70,0,1,0,0,0,115,1,0,0,0,0,5,1,0,0,0,13,12,1,2350,0,0,1,42645.43522626561,0,21
0,0,1,0,7200.0,39981.72378935803,3,0,0,3,0,2018,750,0,2,1,0,0,0,64,0,1,0,0,0,134,1,1,0,0,0,6,0,0,1,0,17,6,1,3000,0,0,2,47181.723789358024,0,16
0,1,0,0,3900.0,12340.181496913216,3,0,0,0,1,2014,750,0,2,1,1,0,0,40,0,2,1,0,0,2,0,0,0,0,0,3,1,0,0,0,16,4,1,3000,0,0,0,16240.181496913216,0,4
0,1,0,0,3700.0,34655.57226720092,4,1,0,0,1,2014,750,0,3,0,1,0,0,26,0,1,1,0,0,66,0,0,0,0,0,3,0,1,0,0,7,8,1,3000,1,0,2,38355.572267200914,0,15
0,0,1,0,20400.0,4664.382391934122,3,0,1,1,1,2012,800,0,1,1,0,0,0,54,0,1,0,0,0,132,0,0,0,0,1,0,0,0,0,0,7,3,1,2600,0,0,0,25064.382391934127,0,11
0,0,0,0,71300.0,6303.5616170255225,2,0,0,1,1,2014,750,0,2,1,0,0,0,36,0,1,1,0,0,5,0,0,0,0,1,0,1,0,0,0,14,9,1,3000,0,0,0,77603.56161702552,0,23
1,1,0,0,99200.0,30006.428560110107,1,1,0,1,1,2017,750,0,3,1,1,0,0,32,0,4,1,0,0,33,0,0,0,0,0,0,0,0,0,0,0,2,1,3000,1,0,2,129206.4285601101,1,25
0,1,1,0,316900.0,27972.39311139977,3,1,0,1,0,2018,750,0,3,0,1,0,0,52,0,1,1,0,0,106,0,0,0,0,0,1,0,1,1,0,15,6,1,3000,0,0,1,344872.3931113998,3,25
0,1,0,0,13500.0,36240.75061679705,1,4,0,3,1,2016,750,0,4,1,1,0,0,24,0,5,1,0,0,5,0,0,0,0,0,2,1,0,0,0,10,8,1,3000,0,0,2,49740.75061679705,3,21
0,1,0,0,10300.0,35087.21217659446,2,2,0,2,1,2019,750,0,4,1,1,0,0,49,0,2,0,0,0,24,0,1,0,0,0,2,1,0,0,0,9,6,1,3000,0,0,2,45387.21217659446,1,19
0,1,1,0,20200.0,10753.415086643665,4,0,0,2,1,2015,750,0,2,1,1,0,0,33,0,2,1,0,0,14,0,0,0,0,0,2,0,0,0,0,6,2,1,3000,0,0,1,30953.41508664366,0,13
0,1,1,0,15600.0,15287.511937917825,3,1,0,1,1,2017,750,0,2,1,0,0,0,56,0,1,1,0,0,102,0,0,0,0,0,3,0,0,0,0,16,3,1,3000,0,0,1,30887.511937917818,0,14
0,0,1,0,11800.0,13130.827117244693,2,0,0,2,1,2015,750,0,2,0,0,0,0,54,0,1,1,0,0,129,1,0,0,0,0,6,0,1,0,0,4,5,1,3000,0,0,1,24930.82711724469,3,19
0,1,0,0,2100.0,35598.550920565394,3,4,0,1,1,2017,750,0,3,1,1,0,0,30,0,5,0,0,0,11,0,1,0,0,0,3,1,0,0,0,11,6,1,2900,0,0,2,37698.55092056539,1,13
0,0,0,0,19900.0,1713.8080819560198,1,0,0,1,1,2019,750,0,2,1,0,0,0,53,0,1,1,0,0,63,0,0,0,0,1,4,0,0,0,0,23,3,1,3000,1,0,0,21613.808081956016,0,8
0,0,0,1,8900.0,39577.95479463098,4,3,0,0,1,2020,750,0,2,0,0,0,0,66,0,1,1,0,0,135,0,0,0,0,0,4,1,1,0,0,20,6,1,2750,0,0,2,48477.954794630976,0,21
0,0,0,0,2000.0,11898.194676375402,4,0,0,2,1,2014,750,0,2,0,0,0,0,52,0,1,1,0,0,161,0,0,0,0,1,4,0,1,0,0,23,6,1,3000,1,0,0,13898.194676375402,2,7
0,0,1,0,23800.0,7298.66896637331,4,0,0,1,1,2016,750,0,2,1,0,0,1,49,0,1,0,0,0,83,0,0,0,0,1,3,0,0,0,0,11,11,1,3000,0,0,0,31098.668966373312,0,21
0,1,1,0,1200.0,10327.196341551673,3,0,0,2,1,2018,750,0,3,1,1,0,0,27,0,1,0,0,0,24,0,1,0,0,0,3,0,0,0,0,18,3,1,3000,0,0,1,11527.196341551673,2,14
0,0,1,0,4700.0,31053.79157294533,1,0,0,0,1,2018,750,0,1,0,0,0,0,39,0,1,1,0,0,117,1,0,0,0,0,0,0,0,0,0,9,12,1,3000,0,0,2,35753.79157294534,0,16
0,1,0,0,11900.0,12951.321544900884,1,0,0,1,0,2017,750,1,1,0,0,0,0,27,0,1,1,0,1,42,0,0,1,0,0,5,0,0,0,0,5,5,0,3000,0,0,0,24851.32154490089,0,25
0,1,1,0,14100.0,2005.9312718581625,4,0,0,0,1,2014,750,0,3,1,1,0,0,45,0,1,1,0,0,150,0,0,0,0,0,3,0,0,0,0,15,7,1,3000,0,0,0,16105.931271858162,2,18
0,1,0,0,45700.0,27217.329428251935,3,0,0,0,0,2016,750,0,3,1,1,0,0,23,0,2,1,0,0,38,0,0,0,0,0,2,0,0,0,1,16,8,1,3000,1,0,1,72917.32942825192,5,7
0,1,0,0,500.0,11772.73330680227,3,0,0,0,1,2012,750,0,4,1,1,0,0,45,0,1,1,0,0,54,0,0,0,0,0,1,1,0,0,0,16,2,1,3000,0,0,1,12272.73330680227,2,12
0,1,0,0,22500.0,18558.77810126831,4,1,0,2,1,2019,750,0,2,1,1,0,0,40,0,1,1,0,0,80,0,0,0,0,0,1,1,0,0,0,9,3,1,3000,0,0,1,41058.77810126831,0,19
0,0,1,0,3400.0,20150.453969229042,3,0,0,2,1,2018,750,0,2,1,0,0,0,29,0,1,1,0,0,39,0,0,0,0,1,4,0,0,0,0,12,12,1,3000,0,0,0,23550.453969229042,1,6
0,0,1,0,6000.0,17189.63011594207,2,0,0,3,1,2014,750,0,1,0,0,0,0,52,0,1,1,0,0,89,0,0,0,0,1,0,0,1,0,0,9,7,1,2650,0,0,0,23189.63011594207,0,1
0,1,1,0,18200.0,14314.73164978768,3,0,0,3,0,2015,750,0,2,0,0,0,0,44,0,1,1,0,0,98,0,0,0,0,0,0,0,1,1,0,15,10,1,3000,0,0,1,32514.73164978768,0,21
0,1,0,0,18600.0,15796.053673585287,2,0,0,1,1,2020,750,0,2,1,1,0,0,33,0,3,0,1,0,30,0,0,0,0,0,0,1,0,0,0,17,7,1,3000,0,0,1,34396.05367358529,0,8
0,0,1,1,12900.0,32146.55667014815,1,2,0,2,0,2015,750,0,2,1,0,1,0,50,0,1,0,1,0,96,0,0,0,0,0,6,0,0,0,0,17,1,1,3000,0,0,2,45046.55667014815,2,6
0,0,1,0,14500.0,12998.315820458789,3,1,0,2,1,2016,750,0,2,1,0,0,0,49,0,1,0,1,0,344,1,0,0,0,0,2,0,0,0,0,20,10,1,3000,0,0,1,27498.31582045879,1,30
0,0,0,0,2800.0,13141.247875161536,3,1,0,1,1,2015,750,0,2,0,0,0,0,33,0,1,1,0,0,63,1,0,0,0,0,3,0,1,0,0,15,3,1,3000,1,0,1,15941.247875161536,1,28
0,0,1,0,6400.0,38290.01702867462,3,2,0,3,1,2017,750,0,1,1,0,0,0,35,0,1,0,0,0,80,1,1,0,0,0,0,0,0,0,0,2,3,1,3000,0,0,2,44690.01702867462,0,4
0,0,0,0,7600.0,16198.09598729626,1,0,0,1,1,2018,750,0,2,1,0,0,0,50,0,1,1,0,0,81,0,0,0,0,1,6,1,0,0,0,17,6,1,2950,0,0,0,23798.095987296263,0,9
0,0,1,0,19400.0,24579.261076167,4,0,0,1,1,2017,750,0,2,1,0,0,0,57,0,1,1,0,0,162,1,0,0,0,0,1,0,0,0,0,8,3,1,3000,0,0,1,43979.261076167015,3,26
0,1,0,0,5300.0,9106.2089939136,3,0,0,1,1,2007,750,0,1,1,0,0,0,56,0,1,0,0,0,204,0,0,0,0,0,3,1,0,0,0,4,12,1,2700,0,1,0,14406.2089939136,0,5
0,0,1,0,23200.0,12545.478338568482,1,0,0,3,1,2020,750,0,1,0,0,0,0,31,0,3,1,0,0,30,0,0,0,0,1,0,0,0,0,0,8,11,1,3000,0,0,0,35745.478338568486,0,25
0,0,1,1,3400.0,38491.18910459104,1,0,0,2,1,2017,750,0,2,1,0,0,0,45,0,1,0,0,0,109,0,1,0,0,0,2,0,0,0,0,16,6,1,2950,0,0,2,41891.18910459104,1,19
0,1,1,0,15800.0,18233.436943534918,4,3,0,2,0,2015,750,0,2,0,1,0,0,44,0,1,1,0,0,87,0,0,0,0,0,3,0,1,1,0,14,7,1,2650,0,0,2,34033.436943534914,0,11
0,1,1,0,15900.0,12766.659356973929,2,2,0,0,1,2017,750,0,2,1,0,0,0,69,0,1,1,0,0,155,0,0,0,0,0,3,0,0,0,0,10,10,1,2700,0,0,1,28666.659356973927,1,17
0,1,1,0,6500.0,20489.743855329638,1,1,0,1,0,2020,750,0,3,0,1,0,1,53,0,1,0,0,0,128,0,0,0,0,0,1,0,0,1,0,5,1,1,3000,0,0,1,26989.743855329634,0,8
0,1,0,0,20900.0,11817.946805437361,3,0,0,1,0,2012,750,1,1,0,0,0,0,48,0,1,0,1,0,157,0,0,1,1,0,0,0,1,0,0,17,9,0,2750,0,0,1,32717.946805437365,0,30
0,1,0,0,12400.0,11591.091680028596,3,0,0,2,0,2014,750,1,1,0,0,0,0,43,0,1,0,0,0,74,0,0,1,1,0,1,0,0,0,0,11,11,0,2950,0,1,1,23991.0916800286,0,26
0,1,0,0,13000.0,17901.611760002685,1,0,0,1,1,2019,750,0,2,1,0,0,0,68,0,1,0,1,0,176,0,0,0,0,0,3,0,0,0,0,11,10,1,2600,1,0,1,30901.611760002685,1,10
0,1,0,0,14000.0,10650.022430371291,1,0,0,1,0,2011,750,0,3,0,1,0,0,20,0,4,1,0,0,13,0,0,0,0,0,3,0,0,0,1,9,9,1,3000,1,0,1,24650.022430371293,1,26
0,1,0,0,9300.0,30448.732745302128,0,4,0,3,1,2014,750,0,3,1,1,0,0,41,0,1,1,0,0,108,0,0,0,0,0,0,0,0,0,0,4,12,1,3000,1,0,2,39748.73274530213,2,16
0,1,0,0,35400.0,17388.06657955369,3,2,0,0,1,2020,750,0,2,0,0,0,0,20,0,1,1,0,0,18,0,0,0,0,0,2,1,1,0,0,20,2,1,3000,0,0,1,52788.06657955369,2,27
