fraud,incident_hour,num_claims_past_year,num_vehicles_involved,injury_claim,collision_type_front,customer_education,authorities_contacted_ambulance,num_witnesses,incident_month,driver_relationship_child,policy_state_or,authorities_contacted_fire,incident_severity,incident_type_breakin,customer_gender_male,policy_liability,num_insurers_past_5_years,incident_type_theft,policy_state_az,police_report_available,policy_deductable,collision_type_rear,collision_type_side,driver_relationship_self,incident_type_collision,authorities_contacted_police,num_injuries,incident_dow,policy_state_id,policy_state_wa,customer_age,vehicle_claim,driver_relationship_spouse,policy_annual_premium,collision_type_na,driver_relationship_other,authorities_contacted_none,auto_year,customer_gender_female,total_claim_amount,driver_relationship_na,policy_state_ca,policy_state_nv,incident_day,months_as_customer
0,11,0,1,0.0,1,4,0,0,10,0,0,0,0,0,1,0,1,0,0,0,750,0,0,1,1,0,0,6,0,0,37,11000.0,0,3000,0,0,1,2019,0,11000.0,0,1,0,6,73
0,10,0,2,0.0,1,1,0,0,2,0,0,0,0,0,1,1,1,0,0,1,750,0,0,1,1,1,0,4,0,0,71,8000.0,0,3000,0,0,0,2019,0,8000.0,0,1,0,15,47
0,3,0,2,9500.0,1,4,0,0,5,0,0,0,0,0,1,1,1,0,1,0,750,0,0,1,1,0,1,2,0,0,68,6500.0,0,2500,0,0,1,2015,0,16000.0,0,0,0,22,190
0,16,0,1,0.0,1,3,0,1,12,0,0,0,1,0,1,3,1,0,0,0,750,0,0,1,1,1,0,1,0,1,52,14000.0,0,3000,0,0,0,2015,0,14000.0,0,0,0,3,117
0,14,0,2,0.0,0,3,0,1,11,0,0,0,0,0,1,0,3,0,0,0,750,1,0,1,1,0,0,0,0,0,24,20000.0,0,3000,0,0,1,2019,0,20000.0,0,1,0,11,31
0,13,0,2,0.0,0,4,0,1,3,0,0,0,0,0,0,1,2,0,0,0,750,0,1,1,1,0,0,3,0,0,23,9500.0,0,3000,0,0,1,2016,1,9500.0,0,1,0,28,8
0,12,0,2,0.0,0,3,0,0,6,0,0,0,1,0,0,0,1,0,0,0,750,0,1,1,1,1,0,1,0,0,67,16500.0,0,2450,0,0,0,2018,1,16500.0,0,1,0,18,130
0,17,0,1,0.0,0,1,0,0,10,0,0,0,0,1,1,1,4,0,1,0,750,0,0,0,0,0,0,0,0,0,22,7500.0,0,3000,1,0,1,2013,0,7500.0,1,0,0,14,24
0,4,0,1,0.0,0,3,0,0,4,0,0,0,0,1,1,1,1,0,0,0,750,0,0,0,0,1,0,2,1,0,37,1000.0,0,2800,1,0,0,2002,0,1000.0,1,0,0,3,95
1,16,0,1,0.0,0,4,0,0,2,0,0,0,0,0,1,1,1,0,0,0,750,0,1,1,1,0,0,2,0,0,32,11000.0,0,3000,0,0,1,2018,0,11000.0,0,0,1,27,81
0,9,0,2,0.0,1,1,0,3,3,0,0,0,0,0,1,1,2,0,0,0,750,0,0,1,1,0,0,5,0,0,29,7500.0,0,3000,0,0,1,2015,0,7500.0,0,0,1,9,9
0,13,0,1,0.0,0,3,0,0,4,0,0,0,1,0,1,0,2,1,1,0,750,0,0,0,0,1,0,2,0,0,28,8000.0,0,3000,1,0,0,2014,0,8000.0,1,0,0,24,23
0,9,0,2,5500.0,0,3,0,3,4,1,0,0,1,0,1,0,1,0,0,0,750,0,1,0,1,1,1,6,0,0,28,16000.0,0,2950,0,0,0,2010,0,21500.0,0,1,0,21,61
0,1,0,3,11000.0,0,1,0,2,5,0,0,0,2,0,1,1,1,0,0,1,750,0,1,1,1,1,3,1,0,0,65,24500.0,0,3000,0,0,0,2014,0,35500.0,0,0,1,28,33
0,14,0,2,0.0,1,3,0,2,11,0,0,0,0,0,0,1,1,0,0,0,750,0,0,1,1,0,0,2,0,1,43,9000.0,0,3000,0,0,1,2016,1,9000.0,0,0,0,13,83
0,5,0,2,0.0,1,3,0,1,2,0,0,0,0,0,1,0,1,0,0,0,750,0,0,1,1,0,0,0,0,0,36,12000.0,0,3000,0,0,1,2015,0,12000.0,0,1,0,25,41
0,12,0,2,0.0,0,1,0,0,1,0,1,0,0,0,0,2,2,0,0,0,750,1,0,0,1,0,0,1,0,0,73,1000.0,1,2700,0,0,1,2011,1,1000.0,0,0,0,15,40
0,23,0,2,0.0,0,4,0,2,4,0,0,0,2,0,1,0,1,0,1,1,750,0,1,1,1,1,0,0,0,0,66,39500.0,0,2900,0,0,0,2018,0,39500.0,0,0,0,8,120
0,3,0,1,0.0,1,1,1,0,3,0,0,0,1,0,1,2,1,0,0,0,750,0,0,1,1,0,0,3,0,0,59,15500.0,0,2800,0,0,0,2018,0,15500.0,0,1,0,28,153
0,14,0,2,0.0,1,3,0,2,3,0,0,0,1,0,1,0,1,0,0,1,750,0,0,1,1,1,0,4,0,0,57,12000.0,0,2800,0,0,0,2017,0,12000.0,0,1,0,1,58
0,15,0,4,0.0,1,3,0,4,8,1,0,0,1,0,0,2,1,0,0,1,750,0,0,0,1,1,0,2,0,0,54,19500.0,0,3000,0,0,0,2014,1,19500.0,0,1,0,21,50
0,15,1,2,0.0,1,3,0,0,11,0,0,0,1,0,1,1,1,0,0,1,750,0,0,1,1,1,0,2,0,0,32,18500.0,0,3000,0,0,0,2019,0,18500.0,0,1,0,27,71
0,18,0,2,0.0,0,2,0,0,6,0,0,0,1,0,1,0,1,0,0,1,750,1,0,1,1,1,0,3,0,0,45,14000.0,0,2800,0,0,0,2018,0,14000.0,0,1,0,27,207
0,1,0,2,0.0,0,1,0,2,7,0,0,0,0,0,1,1,1,0,0,0,750,0,1,1,1,0,0,4,0,0,68,9000.0,0,3000,0,0,1,2018,0,9000.0,0,1,0,26,112
0,10,0,2,27000.0,0,3,1,1,12,0,0,0,2,0,0,2,1,0,0,0,750,1,0,1,1,0,3,4,0,1,65,29000.0,0,3000,0,0,0,2020,1,56000.0,0,0,0,6,119
0,5,0,4,50000.0,1,2,0,4,2,0,1,0,2,0,0,1,1,0,0,1,750,0,0,1,1,1,2,0,0,0,51,39500.0,0,3000,0,0,0,2020,1,89500.0,0,0,0,18,35
0,4,0,2,17500.0,1,1,0,1,3,0,0,0,1,0,1,2,5,0,0,1,750,0,0,0,1,1,1,0,0,0,28,19500.0,1,2900,0,0,0,2018,0,37000.0,0,1,0,18,9
0,14,0,1,0.0,0,2,0,0,8,0,0,0,0,1,1,2,1,0,0,0,750,0,0,0,0,0,0,2,0,0,43,11500.0,0,3000,1,0,1,2013,0,11500.0,1,1,0,21,65
0,8,0,1,0.0,0,3,0,0,10,0,0,0,0,0,1,1,3,0,1,0,750,0,1,1,1,0,0,4,0,0,33,3000.0,0,3000,0,0,1,2012,0,3000.0,0,0,0,25,33
0,15,0,4,0.0,1,3,0,0,1,1,0,0,0,0,0,0,3,0,0,1,750,0,0,0,1,1,0,3,0,0,27,9000.0,0,3000,0,0,0,2013,1,9000.0,0,1,0,10,36
0,17,0,2,0.0,0,1,0,0,1,0,0,0,0,0,1,1,2,0,0,1,750,0,1,1,1,1,0,0,0,0,38,20000.0,0,3000,0,0,0,2019,0,20000.0,0,1,0,28,37
0,14,0,3,0.0,0,3,0,3,2,0,0,0,0,0,1,0,1,0,1,1,750,1,0,0,1,1,0,1,0,0,25,12500.0,1,3000,0,0,0,2013,0,12500.0,0,0,0,26,73
0,0,0,2,0.0,0,3,0,0,6,0,0,0,1,0,1,2,1,0,0,0,750,1,0,0,1,1,0,3,0,0,43,15000.0,1,3000,0,0,0,2017,0,15000.0,0,1,0,20,168
0,10,0,4,44000.0,1,2,0,0,10,0,0,0,2,0,1,1,1,0,0,1,750,0,0,1,1,1,4,1,0,1,57,46500.0,0,2700,0,0,0,2020,0,90500.0,0,0,0,1,93
0,21,0,2,0.0,0,1,0,1,6,0,0,0,1,0,0,3,1,0,0,1,750,1,0,0,1,1,0,3,0,0,29,19500.0,1,2850,0,0,0,2017,1,19500.0,0,1,0,6,87
0,12,0,1,0.0,0,4,0,0,5,0,0,0,0,0,1,0,1,0,0,0,750,1,0,1,1,0,0,5,0,0,33,8500.0,0,3000,0,0,1,2017,0,8500.0,0,1,0,4,14
0,15,1,3,2000.0,1,3,0,3,6,0,0,0,2,0,1,1,1,0,0,1,750,0,0,1,1,1,1,3,0,0,43,24500.0,0,3000,0,0,0,2012,0,26500.0,0,1,0,6,49
0,7,0,2,0.0,1,4,0,0,11,0,0,0,1,0,0,3,1,0,0,0,750,0,0,1,1,1,0,2,0,0,28,15000.0,0,2950,0,0,0,2018,1,15000.0,0,1,0,6,77
0,13,0,2,0.0,1,1,0,1,8,0,0,0,0,0,1,1,1,0,0,0,750,0,0,1,1,0,0,1,0,0,29,16000.0,0,3000,0,0,1,2016,0,16000.0,0,1,0,27,109
0,17,0,2,0.0,1,1,0,1,9,0,0,0,1,0,0,2,1,0,0,1,750,0,0,1,1,1,0,0,0,1,43,12500.0,0,2550,0,0,0,2016,1,12500.0,0,0,0,23,64
0,16,0,2,0.0,1,1,0,0,2,0,0,0,0,0,1,3,3,0,0,0,750,0,0,1,1,0,0,0,0,0,22,7500.0,0,3000,0,0,1,2009,0,7500.0,0,1,0,4,29
0,8,0,2,4000.0,0,3,0,2,1,0,1,0,2,0,1,2,1,0,0,0,750,1,0,1,1,1,1,2,0,0,59,42000.0,0,3000,0,0,0,2017,0,46000.0,0,0,0,23,329
0,7,0,2,0.0,1,0,0,0,5,0,0,0,0,0,1,2,4,0,1,0,750,0,0,1,1,0,0,3,0,0,47,8500.0,0,2800,0,0,1,2019,0,8500.0,0,0,0,30,31
0,6,0,1,0.0,0,4,0,0,11,0,0,0,0,0,1,1,1,0,0,0,750,1,0,1,1,0,0,5,0,0,66,13500.0,0,3000,0,0,1,2016,0,13500.0,0,1,0,23,111
0,19,0,2,18000.0,1,0,0,0,1,0,0,0,1,0,0,2,1,0,0,0,750,0,0,1,1,1,1,2,0,0,70,22000.0,0,3000,0,0,0,2019,1,40000.0,0,0,1,16,198
0,6,0,1,0.0,0,4,0,0,12,0,0,0,0,1,1,0,3,0,1,0,750,0,0,0,0,1,0,6,0,0,23,5000.0,0,2500,1,0,0,2006,0,5000.0,1,0,0,22,16
0,15,1,3,0.0,0,1,0,3,3,0,0,0,1,0,1,0,4,0,1,1,750,1,0,0,1,1,0,3,0,0,19,15500.0,1,3000,0,0,0,2017,0,15500.0,0,0,0,14,13
0,8,1,5,4500.0,1,3,0,2,6,0,0,0,2,0,1,3,3,0,0,1,750,0,0,1,1,1,4,2,0,0,60,21500.0,0,3000,0,0,0,2011,0,26000.0,0,1,0,5,38
0,17,0,1,0.0,1,2,0,0,5,0,1,0,1,0,0,1,1,0,0,0,750,0,0,1,1,1,0,4,0,0,48,18500.0,0,3000,0,0,0,2017,1,18500.0,0,0,0,10,202
0,9,0,4,15000.0,1,3,0,4,12,0,0,0,1,0,0,2,1,0,0,1,750,0,0,1,1,1,2,4,0,0,49,14500.0,0,3000,0,0,0,2018,1,29500.0,0,1,0,13,135
1,5,0,2,0.0,1,3,0,0,10,0,0,0,1,0,1,1,2,0,0,0,750,0,0,1,1,1,0,4,0,0,27,16500.0,0,3000,0,0,0,2020,0,16500.0,0,1,0,25,48
0,12,0,2,0.0,1,4,0,1,10,0,0,0,1,0,1,0,4,0,0,1,750,0,0,1,1,1,0,5,0,0,54,14000.0,0,3000,0,0,0,2018,0,14000.0,0,1,0,12,10
0,11,0,3,0.0,1,2,0,2,7,0,0,0,0,0,1,0,1,0,0,1,750,0,0,1,1,1,0,1,0,0,30,15000.0,0,3000,0,0,0,2016,0,15000.0,0,1,0,16,32
0,22,0,2,5000.0,1,2,0,0,6,0,0,1,2,0,1,0,1,0,0,0,750,0,0,1,1,0,1,5,0,0,63,33000.0,0,3000,0,0,0,2015,0,38000.0,0,1,0,1,289
0,5,0,3,15000.0,0,1,0,1,12,0,0,0,1,0,0,0,1,0,0,1,750,0,1,1,1,1,1,3,0,0,41,12000.0,0,3000,0,0,0,2012,1,27000.0,0,1,0,19,105
0,8,0,2,0.0,0,3,0,1,2,0,0,0,0,0,1,1,1,0,0,0,750,1,0,1,1,0,0,3,0,0,36,11500.0,0,3000,0,0,1,2020,0,11500.0,0,0,1,7,42
0,5,0,3,0.0,0,4,0,2,1,0,0,0,0,0,0,3,1,0,0,1,750,1,0,0,1,1,0,4,0,1,34,12000.0,1,3000,0,0,0,2020,1,12000.0,0,0,0,18,78
0,19,0,2,0.0,0,4,0,1,9,0,0,0,0,0,0,1,1,0,0,0,750,0,1,0,1,0,0,1,0,0,24,8500.0,1,3000,0,0,1,2020,1,8500.0,0,0,1,3,27
0,15,1,2,3000.0,1,3,0,1,10,0,0,0,1,0,1,2,1,0,0,0,750,0,0,1,1,1,1,3,0,0,33,15000.0,0,3000,0,0,0,2013,0,18000.0,0,1,0,24,107
0,19,0,2,6500.0,0,3,0,3,5,0,0,1,2,0,0,2,1,0,0,0,750,0,1,1,1,0,1,0,0,1,50,42000.0,0,3000,0,0,0,2020,1,48500.0,0,0,0,27,101
0,5,0,1,0.0,0,4,0,1,5,0,0,0,0,1,1,3,1,0,0,0,750,0,0,0,0,1,0,2,0,0,26,6500.0,0,2700,1,0,0,2017,0,6500.0,1,0,1,29,66
0,16,0,2,0.0,0,3,0,0,8,0,0,0,0,0,1,0,1,0,0,0,750,1,0,1,1,0,0,1,0,0,49,16500.0,0,3000,0,0,1,2017,0,16500.0,0,1,0,13,113
0,15,0,2,0.0,1,1,0,3,8,1,0,0,1,0,1,3,1,0,0,1,750,0,0,0,1,1,0,0,0,0,55,25000.0,0,3000,0,0,0,2020,0,25000.0,0,1,0,5,215
0,16,0,2,1000.0,0,3,1,0,12,0,0,0,2,0,1,2,1,0,0,0,750,0,1,0,1,0,1,2,0,0,44,23500.0,1,2650,0,0,0,2013,0,24500.0,0,1,0,4,75
0,9,0,1,0.0,0,3,0,0,7,0,0,0,1,0,0,1,1,1,0,0,750,0,0,0,0,1,0,1,0,1,43,15000.0,0,3000,1,0,0,2014,1,15000.0,1,0,0,23,131
0,11,0,3,0.0,1,3,0,1,12,0,0,0,1,0,1,0,1,0,1,1,750,0,0,1,1,1,0,2,0,0,40,10500.0,0,3000,0,0,0,2011,0,10500.0,0,0,0,18,128
0,15,0,2,0.0,0,2,0,1,10,0,0,0,1,0,1,0,1,0,0,1,750,1,0,1,1,1,0,3,0,0,51,19500.0,0,3000,0,0,0,2013,0,19500.0,0,1,0,24,130
0,18,0,2,0.0,0,4,0,2,1,0,0,0,0,0,1,2,1,0,0,0,750,1,0,1,1,0,0,1,0,0,65,12500.0,0,3000,0,0,1,2018,0,12500.0,0,1,0,8,203
0,7,0,3,11000.0,1,3,0,3,12,0,0,0,2,0,1,0,3,0,0,1,750,0,0,1,1,1,1,2,0,0,31,37000.0,0,2900,0,0,0,2020,0,48000.0,0,1,0,4,31
0,5,0,3,0.0,0,1,0,0,10,0,0,0,1,0,0,0,1,0,0,1,750,0,1,1,1,1,0,3,0,0,29,22000.0,0,3000,0,0,0,2017,1,22000.0,0,1,0,10,72
0,9,0,1,0.0,0,1,0,0,12,0,0,0,1,0,0,0,2,1,1,1,750,0,0,0,0,1,0,1,0,0,24,23000.0,0,3000,1,0,0,2020,1,23000.0,1,0,0,17,42
0,6,0,2,25000.0,0,4,0,0,12,1,0,0,0,0,1,1,1,0,0,0,750,1,0,0,1,0,1,0,0,0,62,18000.0,0,3000,0,0,1,2016,0,43000.0,0,1,0,2,273
0,10,0,2,0.0,0,1,0,0,8,0,0,0,0,0,1,0,5,0,0,0,750,1,0,1,1,0,0,2,0,0,18,11500.0,0,3000,0,0,1,2013,0,11500.0,0,1,0,7,6
0,8,0,2,0.0,1,1,0,3,11,0,0,0,0,0,1,0,1,0,0,0,800,0,0,0,1,0,0,1,0,0,67,3000.0,1,2400,0,0,1,2010,0,3000.0,0,1,0,5,148
0,4,0,2,15000.0,0,3,0,1,3,0,0,0,2,0,0,0,1,0,0,1,750,0,1,1,1,1,1,1,0,0,26,34000.0,0,3000,0,0,0,2016,1,49000.0,0,1,0,12,73
0,5,0,2,0.0,1,3,0,0,9,0,0,0,0,0,1,2,2,0,0,0,750,0,0,1,1,0,0,0,0,0,23,11000.0,0,2950,0,0,1,2016,0,11000.0,0,1,0,16,11
0,14,0,2,0.0,0,1,0,3,12,0,0,0,0,0,1,2,1,0,0,0,750,0,1,1,1,0,0,4,0,0,51,9500.0,0,3000,0,0,1,2016,0,9500.0,0,1,0,20,120
0,14,0,2,6000.0,1,4,0,0,11,0,0,0,1,0,1,1,2,0,0,1,750,0,0,1,1,1,1,0,0,0,50,16500.0,0,3000,0,0,0,2016,0,22500.0,0,1,0,18,58
0,10,2,3,13000.0,0,3,0,2,1,0,1,0,1,0,1,1,1,0,0,1,750,0,1,1,1,1,4,1,0,0,54,23500.0,0,3000,0,0,0,2017,0,36500.0,0,0,0,22,102
0,6,0,3,18500.0,1,1,0,0,12,0,0,0,2,0,1,1,1,0,0,1,750,0,0,1,1,1,1,0,0,0,59,32000.0,0,3000,0,0,0,2017,0,50500.0,0,1,0,16,218
0,9,0,2,25000.0,1,1,0,3,4,0,0,0,2,0,0,1,2,0,0,0,750,0,0,0,1,1,1,1,0,1,53,43000.0,0,2600,0,1,0,2020,1,68000.0,0,0,0,9,25
0,17,0,2,0.0,1,3,0,2,10,0,0,0,0,0,0,1,1,0,0,0,750,0,0,1,1,0,0,1,0,0,45,19000.0,0,2650,0,0,1,2018,1,19000.0,0,0,1,1,186
0,12,0,3,24500.0,0,3,0,0,7,0,0,0,1,0,1,3,1,0,0,1,750,1,0,1,1,1,1,2,0,1,70,19500.0,0,3000,0,0,0,2018,0,44000.0,0,0,0,10,115
0,14,0,2,0.0,0,3,0,1,1,0,0,0,0,0,1,0,1,0,0,0,750,0,1,1,1,0,0,3,0,0,44,7000.0,0,3000,0,0,1,2014,0,7000.0,0,1,0,17,137
0,2,0,3,7500.0,0,0,0,2,9,0,0,0,0,0,1,0,2,0,0,1,750,1,0,1,1,1,1,0,0,0,26,5000.0,0,2700,0,0,0,2006,0,12500.0,0,1,0,23,6
0,4,0,2,0.0,1,3,0,0,5,0,0,0,0,0,0,3,2,0,0,0,750,0,0,1,1,0,0,6,0,0,41,1000.0,0,3000,0,0,1,2020,1,1000.0,0,1,0,12,55
0,8,0,1,0.0,0,2,0,0,8,0,0,0,0,0,1,2,1,0,0,0,750,0,1,1,1,0,0,4,0,0,43,7000.0,0,2650,0,0,1,2018,0,7000.0,0,1,0,23,145
0,14,0,1,0.0,0,3,0,0,4,0,0,0,0,0,1,0,1,0,0,0,750,1,0,1,1,0,0,1,0,0,56,14000.0,0,3000,0,0,1,2016,0,14000.0,0,1,0,9,149
0,13,0,2,19000.0,0,4,0,0,10,0,0,0,2,0,1,2,1,0,0,1,750,1,0,1,1,1,1,3,0,0,73,20000.0,0,3000,0,0,0,2013,0,39000.0,0,1,0,10,141
0,18,0,1,0.0,0,1,0,0,8,0,0,0,1,1,0,0,1,0,0,0,750,0,0,0,0,1,0,3,0,0,50,20500.0,0,3000,1,0,0,2020,1,20500.0,1,1,0,29,77
0,12,0,2,11500.0,1,1,1,1,11,0,0,0,1,0,1,1,1,0,0,0,750,0,0,1,1,0,1,2,0,0,62,12500.0,0,3000,0,0,0,2016,0,24000.0,0,1,0,20,188
0,6,0,1,0.0,0,4,0,0,1,0,1,0,0,1,1,2,1,0,0,0,750,0,0,0,0,1,0,0,0,0,41,7000.0,0,3000,1,0,0,2014,0,7000.0,1,0,0,7,150
0,8,0,3,0.0,0,3,0,1,7,0,0,0,1,0,1,1,1,0,1,1,750,0,1,1,1,1,0,2,0,0,39,7000.0,0,3000,0,0,0,2006,0,7000.0,0,0,0,24,143
0,15,0,2,0.0,0,4,0,1,5,0,1,0,0,0,1,1,4,0,0,0,750,1,0,1,1,0,0,1,0,0,25,10500.0,0,3000,0,0,1,2014,0,10500.0,0,0,0,14,26
0,14,4,1,0.0,0,3,0,0,12,0,0,0,0,1,0,2,4,0,0,0,750,0,0,0,0,1,0,1,0,0,33,12500.0,0,3000,1,0,0,2017,1,12500.0,1,1,0,31,24
0,14,0,2,0.0,0,3,0,0,3,0,0,0,0,0,0,1,3,0,0,0,750,0,1,1,1,0,0,6,0,0,50,13000.0,0,3000,0,0,1,2016,1,13000.0,0,0,1,17,31
0,13,0,1,0.0,0,3,0,0,5,0,0,0,0,1,1,0,1,0,0,0,750,0,0,0,0,1,0,2,0,0,47,11000.0,0,3000,1,0,0,2016,0,11000.0,1,1,0,29,253
0,9,0,2,18000.0,1,3,0,0,7,0,0,1,2,0,1,1,1,0,1,0,750,0,0,1,1,0,1,4,0,0,32,43500.0,0,3000,0,0,0,2020,0,61500.0,0,0,0,19,132
0,13,0,3,0.0,0,2,0,1,10,0,0,0,1,0,1,1,1,0,1,1,750,0,1,1,1,1,0,4,0,0,40,19500.0,0,3000,0,0,0,2018,0,19500.0,0,0,0,4,129
0,2,1,2,0.0,0,3,0,1,7,0,0,0,2,0,0,3,1,0,0,1,750,0,1,1,1,1,0,2,0,0,63,35500.0,0,3000,0,0,0,2017,1,35500.0,0,0,1,31,96
0,16,0,1,0.0,1,3,0,0,8,0,0,0,0,0,1,1,1,0,0,0,750,0,0,1,1,0,0,1,1,0,21,9500.0,0,3000,0,0,1,2017,0,9500.0,0,0,0,13,25
0,2,1,2,0.0,0,1,0,0,12,0,0,0,1,0,1,3,1,0,0,0,750,0,1,1,1,1,0,6,0,0,65,20500.0,0,3000,0,0,0,2019,0,20500.0,0,0,1,22,85
0,6,0,2,0.0,1,3,1,1,1,0,0,0,1,0,1,0,1,0,1,0,750,0,0,1,1,0,0,4,0,0,40,16000.0,0,3000,0,0,0,2020,0,16000.0,0,0,0,4,259
0,12,0,2,0.0,1,4,0,1,12,0,0,0,0,0,1,3,1,0,0,0,750,0,0,1,1,0,0,1,0,1,45,8500.0,0,2550,0,0,1,2013,0,8500.0,0,0,0,17,310
0,10,0,3,25000.0,0,1,0,0,2,0,0,0,2,0,1,1,1,0,0,1,750,1,0,0,1,1,1,4,0,1,51,31000.0,1,3000,0,0,0,2017,0,56000.0,0,0,0,15,131
0,17,0,2,0.0,0,3,0,2,3,0,0,0,0,0,1,1,1,0,0,0,750,1,0,1,1,1,0,4,0,0,42,12500.0,0,3000,0,0,0,2016,0,12500.0,0,1,0,1,43
0,7,0,2,0.0,0,3,0,0,10,0,0,0,0,0,0,0,1,0,0,0,750,0,1,1,1,0,0,4,0,0,27,10500.0,0,3000,0,0,1,2019,1,10500.0,0,1,0,11,97
0,10,0,3,11000.0,0,3,0,4,9,0,0,0,2,0,1,3,1,0,0,1,750,1,0,1,1,1,1,2,0,0,45,28500.0,0,2650,0,0,0,2015,0,39500.0,0,0,1,25,43
0,11,0,2,0.0,0,3,0,0,5,0,0,0,1,0,1,3,1,0,1,1,750,1,0,1,1,1,0,1,0,0,64,18000.0,0,2650,0,0,0,2019,0,18000.0,0,0,0,14,128
0,15,0,4,0.0,1,1,0,1,3,0,0,0,0,0,1,1,1,0,0,1,750,0,0,0,1,1,0,1,0,1,38,6000.0,1,3000,0,0,0,2015,0,6000.0,0,0,0,5,62
0,17,0,2,22500.0,0,3,0,1,2,0,0,0,1,0,1,0,1,0,1,1,750,1,0,1,1,1,2,4,0,0,56,12500.0,0,2900,0,0,0,2015,0,35000.0,0,0,0,8,82
0,12,0,1,0.0,0,1,0,0,6,0,0,0,0,1,1,0,4,0,0,0,750,0,0,0,0,0,0,6,0,0,41,10500.0,0,3000,1,0,1,2018,0,10500.0,1,1,0,2,15
1,10,0,1,0.0,0,3,0,0,8,0,0,0,0,1,0,1,3,0,0,1,750,0,0,0,0,1,0,0,0,0,41,14500.0,0,3000,1,0,0,2020,1,14500.0,1,0,1,19,25
0,8,1,2,25000.0,1,4,0,0,12,0,0,0,2,0,0,1,1,0,0,1,750,0,0,0,1,1,1,3,0,1,38,23000.0,1,3000,0,0,0,2014,1,48000.0,0,0,0,19,141
0,5,0,3,0.0,0,3,0,3,10,0,0,0,1,0,1,0,3,0,0,1,750,0,1,0,1,1,0,0,0,0,32,14500.0,1,3000,0,0,0,2020,0,14500.0,0,1,0,7,33
0,9,0,1,0.0,1,1,0,0,11,0,0,0,0,0,0,2,1,0,0,0,750,0,0,1,1,0,0,4,0,1,44,13000.0,0,3000,0,0,1,2017,1,13000.0,0,0,0,15,49
0,1,1,2,0.0,0,3,0,2,11,0,1,0,0,0,0,3,2,0,0,0,750,0,1,1,1,0,0,5,0,0,24,10500.0,0,3000,0,0,1,2017,1,10500.0,0,0,0,23,46
0,7,0,3,0.0,1,3,0,2,3,0,0,0,0,0,1,2,1,0,0,1,750,0,0,1,1,1,0,3,0,0,50,8000.0,0,2900,0,0,0,2017,0,8000.0,0,1,0,28,66
0,13,0,1,0.0,0,3,0,0,3,0,0,0,1,0,1,2,1,1,0,0,750,0,0,0,0,1,0,6,0,0,25,16000.0,0,3000,1,0,0,2016,0,16000.0,1,1,0,10,90
0,12,0,2,0.0,1,3,0,0,6,1,0,0,0,0,1,0,1,0,0,0,750,0,0,0,1,0,0,2,0,0,25,10500.0,0,3000,0,0,1,2015,0,10500.0,0,1,0,19,25
0,7,0,2,0.0,1,1,0,2,4,0,0,0,2,0,1,3,1,0,0,0,750,0,0,1,1,1,0,0,0,0,46,22500.0,0,3000,0,0,0,2013,0,22500.0,0,0,1,29,63
0,8,0,1,0.0,1,1,0,0,9,0,0,0,0,0,1,0,1,0,0,0,750,0,0,1,1,0,0,0,0,0,55,12500.0,0,3000,0,0,1,2016,0,12500.0,0,1,0,16,234
0,14,0,2,0.0,1,1,0,0,12,0,0,0,0,0,1,3,4,0,0,0,750,0,0,1,1,0,0,6,0,0,19,1000.0,0,2450,0,0,1,2005,0,1000.0,0,1,0,8,4
0,15,0,3,0.0,0,3,0,2,3,0,0,0,0,0,1,1,1,0,0,1,750,0,1,1,1,1,0,3,0,0,51,17500.0,0,2700,0,0,0,2015,0,17500.0,0,0,1,28,163
0,10,0,1,0.0,0,3,0,0,7,0,0,0,0,1,0,2,1,0,0,0,750,0,0,0,0,1,0,2,0,1,52,12500.0,0,3000,1,0,0,2017,1,12500.0,1,0,0,24,238
0,12,0,2,0.0,1,3,0,0,5,0,0,0,0,0,0,0,1,0,1,0,750,0,0,1,1,0,0,1,0,0,46,6000.0,0,3000,0,0,1,2014,1,6000.0,0,0,0,21,151
0,8,0,2,14000.0,0,1,0,1,9,0,0,0,1,0,1,2,1,0,0,0,750,0,1,1,1,1,1,4,0,0,65,22000.0,0,3000,0,0,0,2019,0,36000.0,0,1,0,13,97
0,14,0,2,0.0,0,3,0,0,4,0,0,0,0,0,1,0,4,0,0,0,750,1,0,1,1,0,0,4,0,0,46,12500.0,0,3000,0,0,1,2018,0,12500.0,0,1,0,12,34
0,8,0,1,0.0,0,4,0,0,3,0,0,0,0,1,1,0,1,0,1,0,750,0,0,0,0,1,0,3,0,0,40,7000.0,0,3000,1,0,0,2019,0,7000.0,1,0,0,21,106
0,6,0,2,16500.0,1,3,0,1,3,0,0,0,2,0,1,2,1,0,0,1,800,0,0,1,1,1,1,3,0,1,43,37500.0,0,3000,0,0,0,2018,0,54000.0,0,0,0,21,3
0,18,0,1,0.0,0,1,0,0,9,0,0,0,1,0,1,2,1,1,1,0,750,0,0,0,0,1,0,0,0,0,48,15500.0,0,2650,1,0,0,2015,0,15500.0,1,0,0,30,115
0,3,0,3,13500.0,1,1,0,1,12,0,0,0,2,0,1,0,1,0,1,1,750,0,0,1,1,1,1,1,0,0,29,18000.0,0,2750,0,0,0,2012,0,31500.0,0,0,0,17,127
0,21,0,1,0.0,0,4,0,0,10,0,0,0,0,0,1,1,3,0,0,0,750,0,1,1,1,0,0,0,0,0,24,11000.0,0,3000,0,0,1,2015,0,11000.0,0,1,0,21,26
